ORIGEM;DESTINO;DISTANCE;TIME
1;1;0;0
1;3;16;36
1;4;71;80
1;5;44;62
1;6;44;60
1;7;41;58
1;8;68;79
1;9;63;74
1;10;6;26
1;11;71;82
1;12;281;291
1;13;63;80
1;14;155;155
1;2;700;700
2;1;700;700
2;3;700;700
2;4;700;700
2;5;700;700
2;6;700;700
2;7;700;700
2;8;700;700
2;9;700;700
2;10;700;700
2;11;700;700
2;12;700;700
2;13;700;700
2;14;700;700
2;2;700;700
3;1;14;34
3;3;0;0
3;4;60;71
3;5;38;57
3;6;33;52
3;7;27;48
3;8;57;71
3;9;52;65
3;10;19;38
3;11;59;73
3;12;270;282
3;13;59;72
3;14;156;148
3;2;14;34
4;1;68;79
4;3;59;71
4;4;0;0
4;5;37;53
4;6;36;52
4;7;51;65
4;8;51;65
4;9;16;39
4;10;73;82
4;11;54;68
4;12;218;245
4;13;53;67
4;14;109;114
4;2;68;79
5;1;39;58
5;3;36;56
5;4;35;50
5;5;0;0
5;6;16;35
5;7;34;55
5;8;49;62
5;9;30;45
5;10;43;62
5;11;51;65
5;12;245;260
5;13;51;64
5;14;131;126
5;2;39;58
6;1;42;59
6;3;33;52
6;4;32;53
6;5;16;35
6;6;0;0
6;7;21;45
6;8;35;53
6;9;24;47
6;10;47;63
6;11;38;56
6;12;242;264
6;13;37;55
6;14;128;129
6;2;42;59
7;1;39;57
7;3;30;49
7;4;44;63
7;5;37;57
7;6;21;45
7;7;0;0
7;8;31;49
7;9;37;56
7;10;44;61
7;11;34;52
7;12;255;273
7;13;33;51
7;14;140;139
7;2;39;57
8;1;67;80
8;3;57;72
8;4;50;66
8;5;49;64
8;6;36;54
8;7;33;52
8;8;0;0
8;9;43;60
8;10;62;82
8;11;27;49
8;12;261;277
8;13;4;26
8;14;146;142
8;2;67;80
9;1;60;74
9;3;51;66
9;4;15;38
9;5;33;48
9;6;28;47
9;7;43;59
9;8;43;60
9;9;0;0
9;10;65;77
9;11;45;63
9;12;222;246
9;13;44;62
9;14;111;115
9;2;60;74
10;1;6;28
10;3;18;39
10;4;72;83
10;5;46;65
10;6;46;63
10;7;43;61
10;8;62;80
10;9;65;76
10;10;0;0
10;11;72;85
10;12;283;293
10;13;59;78
10;14;157;157
10;2;6;28
11;1;68;80
11;3;58;73
11;4;51;66
11;5;51;65
11;6;37;54
11;7;34;53
11;8;26;46
11;9;44;60
11;10;72;84
11;11;0;0
11;12;243;260
11;13;27;48
11;14;147;143
11;2;68;80
12;1;279;288
12;3;269;280
12;4;219;242
12;5;247;260
12;6;246;261
12;7;261;273
12;8;261;274
12;9;226;248
12;10;283;291
12;11;243;264
12;12;0;0
12;13;263;275
12;14;219;202
12;2;279;288
13;1;67;80
13;3;58;72
13;4;51;65
13;5;50;64
13;6;36;53
13;7;30;50
13;8;3;25
13;9;44;59
13;10;60;79
13;11;28;48
13;12;262;276
13;13;0;0
13;14;147;142
13;2;67;80
14;1;157;141
14;3;147;133
14;4;102;100
14;5;125;115
14;6;124;114
14;7;140;126
14;8;139;127
14;9;104;101
14;10;162;144
14;11;142;130
14;12;218;201
14;13;141;129
14;14;0;0
14;2;157;141
