ORIGEM;DESTINO;DISTANCE;TIME
1;1;0;0
1;3;352;344
1;4;70;80
1;5;66;75
1;6;27;45
1;7;38;57
1;8;45;62
1;9;45;63
1;10;47;66
1;11;52;65
1;12;38;57
1;13;45;66
1;14;47;63
1;15;24;44
1;16;8;30
1;17;43;60
3;1;350;340
3;3;0;0
3;4;286;291
3;5;289;292
3;6;328;323
3;7;323;317
3;8;333;312
3;9;353;331
3;10;344;321
3;11;329;308
3;12;325;319
3;13;347;323
3;14;308;308
3;15;331;326
3;16;357;348
3;17;337;316
4;1;67;79
4;3;286;293
4;4;0;0
4;5;7;30
4;6;46;61
4;7;41;55
4;8;41;56
4;9;56;73
4;10;51;66
4;11;34;50
4;12;43;57
4;13;55;68
4;14;26;46
4;15;48;65
4;16;74;86
4;17;41;58
5;1;64;74
5;3;289;293
5;4;7;30
5;5;0;0
5;6;42;56
5;7;37;50
5;8;37;52
5;9;52;68
5;10;47;61
5;11;30;46
5;12;39;52
5;13;51;63
5;14;22;42
5;15;45;60
5;16;71;81
5;17;37;54
6;1;24;44
6;3;329;325
6;4;47;62
6;5;43;57
6;6;0;0
6;7;28;50
6;8;20;43
6;9;20;44
6;10;21;46
6;11;29;46
6;12;23;45
6;13;24;47
6;14;24;44
6;15;3;26
6;16;31;51
6;17;20;41
7;1;36;56
7;3;323;318
7;4;41;55
7;5;37;50
7;6;28;47
7;7;0;0
7;8;27;45
7;9;38;59
7;10;39;57
7;11;30;45
7;12;5;25
7;13;43;59
7;14;18;35
7;15;30;51
7;16;43;63
7;17;26;45
8;1;41;57
8;3;335;308
8;4;38;58
8;5;35;53
8;6;19;40
8;7;29;49
8;8;0;0
8;9;19;44
8;10;13;35
8;11;8;30
8;12;25;45
8;13;17;37
8;14;19;41
8;15;22;43
8;16;48;64
8;17;4;25
9;1;44;65
9;3;355;327
9;4;57;75
9;5;53;70
9;6;21;47
9;7;38;64
9;8;24;46
9;9;0;0
9;10;15;39
9;11;28;49
9;12;33;59
9;13;10;34
9;14;34;57
9;15;25;51
9;16;40;65
9;17;18;46
10;1;44;64
10;3;342;314
10;4;49;64
10;5;45;59
10;6;21;45
10;7;39;58
10;8;12;33
10;9;13;38
10;10;0;0
10;11;16;36
10;12;32;55
10;13;9;30
10;14;28;49
10;15;23;49
10;16;51;71
10;17;13;36
11;1;47;64
11;3;329;302
11;4;36;52
11;5;32;48
11;6;25;46
11;7;33;48
11;8;7;28
11;9;26;47
11;10;17;37
11;11;0;0
11;12;29;46
11;13;21;39
11;14;18;38
11;15;28;50
11;16;54;71
11;17;10;32
12;1;34;55
12;3;323;320
12;4;41;57
12;5;38;52
12;6;21;44
12;7;5;27
12;8;25;44
12;9;31;55
12;10;31;55
12;11;27;44
12;12;0;0
12;13;35;57
12;14;16;34
12;15;24;47
12;16;41;62
12;17;21;42
13;1;45;66
13;3;350;319
13;4;56;70
13;5;52;65
13;6;27;49
13;7;46;63
13;8;19;39
13;9;12;36
13;10;9;32
13;11;23;41
13;12;37;61
13;13;0;0
13;14;35;55
13;15;31;53
13;16;42;63
13;17;20;41
14;1;44;61
14;3;311;312
14;4;29;49
14;5;25;44
14;6;22;44
14;7;18;36
14;8;19;41
14;9;33;55
14;10;33;52
14;11;16;36
14;12;15;34
14;13;37;54
14;14;0;0
14;15;25;47
14;16;51;69
14;17;17;40
15;1;22;43
15;3;331;328
15;4;49;64
15;5;45;60
15;6;3;26
15;7;29;53
15;8;24;46
15;9;23;47
15;10;25;50
15;11;31;49
15;12;25;48
15;13;27;51
15;14;25;47
15;15;0;0
15;16;29;50
15;17;22;44
16;1;8;33
16;3;356;351
16;4;74;87
16;5;70;82
16;6;31;52
16;7;41;64
16;8;49;69
16;9;39;66
16;10;50;72
16;11;56;72
16;12;42;64
16;13;42;66
16;14;50;70
16;15;28;51
16;16;0;0
16;17;47;67
17;1;38;55
17;3;338;310
17;4;38;55
17;5;34;50
17;6;16;37
17;7;29;47
17;8;5;26
17;9;16;42
17;10;15;37
17;11;11;32
17;12;23;43
17;13;19;39
17;14;18;39
17;15;19;41
17;16;45;62
17;17;0;0
2;1;999;999
2;3;999;999
2;4;999;999
2;5;999;999
2;6;999;999
2;7;999;999
2;8;999;999
2;9;999;999
2;10;999;999
2;11;999;999
2;12;999;999
2;13;999;999
2;14;999;999
2;15;999;999
2;16;999;999
2;17;999;999
1;2;999;999
3;2;350;340
4;2;67;79
5;2;64;74
6;2;24;44
7;2;36;56
8;2;41;57
9;2;44;65
10;2;44;64
11;2;47;64
12;2;34;55
13;2;45;66
14;2;44;61
15;2;22;43
16;2;8;33
17;2;38;55
2;2;999;999
