ORIGEM;DESTINO;DISTANCE;TIME
1;1;0;0
1;2;300;300
1;3;18;43
1;4;56;71
1;5;37;55
1;6;39;54
1;7;6;27
1;8;37;56
1;9;65;79
1;10;16;36
1;11;56;72
1;12;63;80
1;13;47;66
1;14;52;68
1;15;64;77
1;16;40;56
1;17;10;34
1;18;30;51
1;19;44;61
1;20;51;70
1;21;43;62
2;1;300;300
2;2;300;300
2;3;300;300
2;4;300;300
2;5;300;300
2;6;300;300
2;7;300;300
2;8;300;300
2;9;300;300
2;10;300;300
2;11;300;300
2;12;300;300
2;13;300;300
2;14;300;300
2;15;300;300
2;16;300;300
2;17;300;300
2;18;300;300
2;19;300;300
2;20;300;300
2;21;300;300
3;1;19;46
3;2;19;46
3;3;0;0
3;4;60;78
3;5;49;72
3;6;47;67
3;7;16;42
3;8;49;73
3;9;54;76
3;10;20;45
3;11;54;76
3;12;48;69
3;13;33;54
3;14;53;72
3;15;55;78
3;16;43;68
3;17;9;37
3;18;31;58
3;19;52;74
3;20;61;84
3;21;56;79
4;1;54;70
4;2;54;70
4;3;60;80
4;4;0;0
4;5;37;54
4;6;21;44
4;7;59;74
4;8;30;50
4;9;21;44
4;10;44;63
4;11;18;41
4;12;25;46
4;13;35;55
4;14;13;35
4;15;20;42
4;16;20;41
4;17;64;81
4;18;32;55
4;19;15;38
4;20;30;53
4;21;28;48
5;1;37;56
5;2;37;56
5;3;52;75
5;4;35;49
5;5;0;0
5;6;22;39
5;7;42;60
5;8;4;25
5;9;43;58
5;10;34;54
5;11;39;53
5;12;48;61
5;13;48;65
5;14;34;47
5;15;43;56
5;16;25;42
5;17;46;67
5;18;27;49
5;19;22;38
5;20;16;35
5;21;9;28
6;1;37;54
6;2;37;54
6;3;47;68
6;4;22;42
6;5;24;43
6;6;0;0
6;7;42;57
6;8;18;38
6;9;25;47
6;10;28;46
6;11;16;39
6;12;30;50
6;13;22;46
6;14;14;36
6;15;25;46
6;16;3;23
6;17;47;64
6;18;16;38
6;19;11;34
6;20;22;44
6;21;18;39
7;1;6;28
7;2;6;28
7;3;15;41
7;4;57;73
7;5;38;58
7;6;40;57
7;7;0;0
7;8;38;59
7;9;66;81
7;10;18;39
7;11;58;75
7;12;60;78
7;13;44;64
7;14;54;70
7;15;66;79
7;16;41;58
7;17;7;32
7;18;32;53
7;19;46;63
7;20;52;72
7;21;45;65
8;1;34;55
8;2;34;55
8;3;50;74
8;4;32;49
8;5;6;28
8;6;18;37
8;7;39;58
8;8;0;0
8;9;41;57
8;10;32;52
8;11;36;53
8;12;46;60
8;13;40;63
8;14;32;47
8;15;40;56
8;16;21;40
8;17;44;65
8;18;22;46
8;19;20;38
8;20;14;35
8;21;7;27
9;1;64;76
9;2;64;76
9;3;55;77
9;4;21;41
9;5;49;61
9;6;28;47
9;7;69;80
9;8;42;57
9;9;0;0
9;10;55;68
9;11;9;33
9;12;9;31
9;13;22;42
9;14;12;33
9;15;1;23
9;16;26;45
9;17;64;82
9;18;39;60
9;19;27;46
9;20;45;61
9;21;40;55
10;1;14;34
10;2;14;34
10;3;19;43
10;4;45;62
10;5;31;50
10;6;28;45
10;7;19;38
10;8;31;51
10;9;54;70
10;10;0;0
10;11;45;64
10;12;59;72
10;13;42;60
10;14;41;59
10;15;53;68
10;16;28;47
10;17;17;40
10;18;16;38
10;19;33;52
10;20;43;62
10;21;38;57
11;1;51;71
11;2;51;71
11;3;57;78
11;4;17;37
11;5;45;58
11;6;18;41
11;7;56;74
11;8;38;54
11;9;8;32
11;10;42;63
11;11;0;0
11;12;12;35
11;13;24;44
11;14;5;27
11;15;8;30
11;16;15;39
11;17;61;81
11;18;28;54
11;19;23;43
11;20;41;57
11;21;36;52
12;1;67;80
12;2;67;80
12;3;50;71
12;4;23;43
12;5;52;65
12;6;31;51
12;7;61;80
12;8;45;60
12;9;9;31
12;10;58;72
12;11;13;37
12;12;0;0
12;13;17;36
12;14;15;36
12;15;10;33
12;16;29;48
12;17;59;76
12;18;42;64
12;19;30;48
12;20;45;64
12;21;43;59
13;1;47;67
13;2;47;67
13;3;33;54
13;4;33;50
13;5;53;68
13;6;22;45
13;7;44;64
13;8;40;62
13;9;22;44
13;10;43;61
13;11;22;46
13;12;17;37
13;13;0;0
13;14;26;44
13;15;23;45
13;16;19;42
13;17;42;60
13;18;28;51
13;19;33;53
13;20;49;67
13;21;44;62
14;1;54;66
14;2;54;66
14;3;54;74
14;4;12;33
14;5;38;51
14;6;16;37
14;7;58;70
14;8;31;47
14;9;11;34
14;10;44;59
14;11;6;28
14;12;16;36
14;13;28;45
14;14;0;0
14;15;11;32
14;16;14;35
14;17;63;77
14;18;27;50
14;19;16;36
14;20;34;51
14;21;30;46
15;1;62;75
15;2;62;75
15;3;55;78
15;4;18;40
15;5;47;60
15;6;26;46
15;7;67;79
15;8;40;56
15;9;1;22
15;10;53;68
15;11;8;32
15;12;10;33
15;13;22;43
15;14;11;32
15;15;0;0
15;16;23;44
15;17;64;83
15;18;36;59
15;19;25;45
15;20;43;60
15;21;38;55
16;1;38;55
16;2;38;55
16;3;42;69
16;4;20;41
16;5;28;48
16;6;5;25
16;7;43;59
16;8;23;42
16;9;24;46
16;10;29;47
16;11;15;38
16;12;29;48
16;13;20;44
16;14;13;35
16;15;24;44
16;16;0;0
16;17;41;66
16;18;13;36
16;19;14;35
16;20;25;48
16;21;22;43
17;1;11;37
17;2;11;37
17;3;9;36
17;4;61;81
17;5;44;67
17;6;45;64
17;7;8;34
17;8;44;68
17;9;64;83
17;10;19;42
17;11;55;82
17;12;58;76
17;13;43;61
17;14;53;78
17;15;65;84
17;16;42;66
17;17;0;0
17;18;30;56
17;19;50;71
17;20;58;81
17;21;50;74
18;1;29;49
18;2;29;49
18;3;32;60
18;4;32;53
18;5;29;52
18;6;15;37
18;7;34;53
18;8;23;47
18;9;36;60
18;10;16;39
18;11;27;52
18;12;41;63
18;13;27;52
18;14;25;49
18;15;35;58
18;16;14;37
18;17;31;57
18;18;0;0
18;19;20;43
18;20;30;54
18;21;24;49
19;1;41;58
19;2;41;58
19;3;50;73
19;4;18;39
19;5;24;41
19;6;11;32
19;7;45;62
19;8;17;36
19;9;26;48
19;10;31;50
19;11;22;44
19;12;32;50
19;13;36;56
19;14;17;38
19;15;26;47
19;16;13;35
19;17;50;69
19;18;19;43
19;19;0;0
19;20;20;40
19;21;16;35
20;1;45;64
20;2;45;64
20;3;60;82
20;4;31;50
20;5;19;37
20;6;21;41
20;7;50;68
20;8;12;32
20;9;40;59
20;10;41;60
20;11;36;54
20;12;45;61
20;13;47;67
20;14;31;48
20;15;40;57
20;16;24;44
20;17;55;75
20;18;29;52
20;19;17;38
20;20;0;0
20;21;8;28
21;1;39;59
21;2;39;59
21;3;54;78
21;4;31;48
21;5;12;31
21;6;19;37
21;7;44;62
21;8;6;26
21;9;40;57
21;10;35;55
21;11;35;52
21;12;45;59
21;13;45;63
21;14;31;46
21;15;39;55
21;16;22;40
21;17;49;69
21;18;23;48
21;19;19;37
21;20;9;30
21;21;0;0
