ORIGEM;DESTINO;DISTANCE;TIME
15;15;0;0
15;16;135;139
15;17;37;53
15;18;28;47
15;19;3;24
15;20;25;43
15;21;27;49
15;22;5;26
16;1;131;145
16;3;152;162
16;4;161;167
16;5;132;147
16;6;431;367
16;7;167;172
16;8;143;152
16;9;131;142
16;10;136;148
16;11;163;169
16;12;132;144
16;13;166;170
16;14;157;166
16;15;136;147
16;16;0;0
16;17;172;176
16;18;156;161
16;19;136;147
16;20;159;165
16;21;136;150
16;22;139;148
17;1;64;77
17;3;30;47
17;4;47;62
17;5;60;74
17;6;358;301
17;7;5;28
17;8;34;51
17;9;42;57
17;10;69;80
17;11;9;32
17;12;41;56
17;13;6;29
17;14;50;61
17;15;37;53
17;16;170;167
17;17;0;0
17;18;42;55
17;19;40;55
17;20;15;35
17;21;46;63
17;22;36;53
18;1;63;73
18;3;15;33
18;4;8;31
18;5;59;71
18;6;321;274
18;7;40;54
18;8;23;45
18;9;37;51
18;10;68;76
18;11;36;50
18;12;39;52
18;13;38;51
18;14;9;30
18;15;35;49
18;16;155;153
18;17;44;57
18;18;0;0
18;19;38;52
18;20;31;47
18;21;45;60
18;22;34;50
19;1;39;59
19;3;20;41
19;4;35;55
19;5;40;61
19;6;346;294
19;7;37;52
19;8;13;32
19;9;6;27
19;10;44;62
19;11;32;49
19;12;5;26
19;13;35;50
19;14;25;53
19;15;3;23
19;16;133;137
19;17;41;56
19;18;29;48
19;19;0;0
19;20;29;45
19;21;27;50
19;22;9;28
20;1;50;63
20;3;15;33
20;4;33;49
20;5;45;61
20;6;344;287
20;7;13;33
20;8;19;38
20;9;28;44
20;10;54;67
20;11;8;29
20;12;27;43
20;13;11;31
20;14;35;48
20;15;23;40
20;16;155;154
20;17;17;36
20;18;27;42
20;19;25;42
20;20;0;0
20;21;32;50
20;22;21;40
21;1;21;41
21;3;33;50
21;4;51;66
21;5;12;34
21;6;362;304
21;7;38;59
21;8;26;47
21;9;29;51
21;10;26;45
21;11;34;55
21;12;28;50
21;13;36;56
21;14;53;65
21;15;29;50
21;16;134;141
21;17;42;62
21;18;45;59
21;19;29;52
21;20;30;51
21;21;0;0
21;22;22;46
22;1;41;59
22;3;17;38
22;4;39;55
22;5;37;56
22;6;350;293
22;7;32;49
22;8;8;29
22;9;9;29
22;10;45;62
22;11;28;45
22;12;8;28
22;13;30;47
22;14;41;53
22;15;5;27
22;16;137;143
22;17;36;52
22;18;34;47
22;19;7;29
22;20;24;42
22;21;23;45
22;22;0;0
2;1;999;999
2;3;999;999
2;4;999;999
2;5;999;999
2;6;999;999
2;7;999;999
2;8;999;999
2;9;999;999
2;10;999;999
2;11;999;999
2;12;999;999
2;13;999;999
2;14;999;999
2;15;999;999
2;16;999;999
2;17;999;999
2;18;999;999
2;19;999;999
2;20;999;999
2;21;999;999
2;22;999;999
1;2;999;999
3;2;49;62
4;2;68;79
5;2;13;35
6;2;379;317
7;2;60;73
8;2;43;61
9;2;34;54
10;2;6;29
11;2;54;70
12;2;35;55
13;2;58;71
14;2;69;77
15;2;40;60
16;2;131;145
17;2;64;77
18;2;63;73
19;2;39;59
20;2;50;63
21;2;21;41
22;2;41;59
2;2;999;999
