ORIGEM;DESTINO;DISTANCE;TIME
11;18;24;41
11;19;20;40
11;20;26;46
12;1;67;80
12;3;158;146
12;4;50;67
12;5;43;59
12;6;38;57
12;7;51;65
12;8;81;92
12;9;65;82
12;10;10;33
12;11;43;60
12;12;0;0
12;13;46;65
12;14;32;53
12;15;11;33
12;16;59;78
12;17;162;149
12;18;30;49
12;19;31;54
12;20;66;81
13;1;25;44
13;3;180;162
13;4;47;62
13;5;41;55
13;6;17;38
13;7;31;54
13;8;39;55
13;9;86;97
13;10;40;55
13;11;26;48
13;12;46;63
13;13;0;0
13;14;19;40
13;15;39;55
13;16;21;43
13;17;183;165
13;18;27;45
13;19;16;38
13;20;52;66
14;1;41;59
14;3;173;156
14;4;53;69
14;5;46;62
14;6;23;45
14;7;37;61
14;8;55;70
14;9;80;92
14;10;33;50
14;11;31;55
14;12;31;53
14;13;18;41
14;14;0;0
14;15;33;50
14;16;37;58
14;17;176;159
14;18;33;52
14;19;16;43
14;20;52;77
15;1;54;69
15;3;149;138
15;4;39;54
15;5;32;47
15;6;27;44
15;7;40;53
15;8;68;80
15;9;56;73
15;10;7;28
15;11;32;47
15;12;13;35
15;13;33;53
15;14;31;48
15;15;0;0
15;16;56;73
15;17;153;141
15;18;19;37
15;19;21;42
15;20;55;69
16;1;13;36
16;3;201;181
16;4;68;82
16;5;62;75
16;6;38;58
16;7;37;60
16;8;27;48
16;9;107;117
16;10;61;75
16;11;43;65
16;12;60;79
16;13;20;43
16;14;38;59
16;15;60;75
16;16;0;0
16;17;204;184
16;18;48;65
16;19;37;58
16;20;48;63
17;1;202;179
17;3;7;28
17;4;153;137
17;5;160;141
17;6;173;156
17;7;186;164
17;8;216;191
17;9;99;110
17;10;154;139
17;11;178;159
17;12;160;147
17;13;181;163
17;14;176;159
17;15;153;139
17;16;203;183
17;17;0;0
17;18;164;148
17;19;166;153
17;20;199;169
18;1;49;63
18;3;169;150
18;4;21;41
18;5;14;33
18;6;19;38
18;7;32;47
18;8;63;74
18;9;72;85
18;10;26;43
18;11;24;42
18;12;32;51
18;13;28;47
18;14;36;54
18;15;25;43
18;16;50;67
18;17;172;152
18;18;0;0
18;19;20;40
18;20;53;62
19;1;36;54
19;3;164;151
19;4;39;57
19;5;32;50
19;6;11;34
19;7;27;49
19;8;50;65
19;9;71;86
19;10;24;45
19;11;20;43
19;12;30;52
19;13;15;38
19;14;17;42
19;15;24;44
19;16;38;58
19;17;167;154
19;18;19;40
19;19;0;0
19;20;42;65
20;1;46;59
20;3;198;169
20;4;50;60
20;5;42;52
20;6;33;52
20;7;14;38
20;8;45;57
20;9;105;114
20;10;59;72
20;11;27;47
20;12;65;80
20;13;53;67
20;14;54;75
20;15;58;72
20;16;50;66
20;17;201;172
20;18;46;61
20;19;42;60
20;20;0;0
2;1;700;700
2;3;700;700
2;4;700;700
2;5;700;700
2;6;700;700
2;7;700;700
2;8;700;700
2;9;700;700
2;10;700;700
2;11;700;700
2;12;700;700
2;13;700;700
2;14;700;700
2;15;700;700
2;16;700;700
2;17;700;700
2;18;700;700
2;19;700;700
2;20;700;700
1;2;700;700
3;2;200;177
4;2;67;79
5;2;57;67
6;2;37;54
7;2;33;54
8;2;15;35
9;2;108;111
10;2;60;72
11;2;39;59
12;2;67;80
13;2;25;44
14;2;41;59
15;2;54;69
16;2;13;36
17;2;202;179
18;2;49;63
19;2;36;54
20;2;46;59
2;2;700;700
