ORIGEM;DESTINO;DISTANCE;TIME
1;1;0;0
1;3;70;83
1;4;238;215
1;5;60;75
1;6;38;57
1;7;49;65
1;8;44;61
1;9;55;69
1;10;43;59
1;11;51;64
1;12;70;82
1;13;62;73
1;14;52;68
1;15;117;126
1;16;68;81
1;17;48;61
3;1;68;81
3;3;0;0
3;4;170;157
3;5;28;48
3;6;45;61
3;7;21;41
3;8;42;59
3;9;38;57
3;10;38;55
3;11;31;51
3;12;1;21
3;13;20;40
3;14;17;38
3;15;98;112
3;16;27;48
3;17;28;48
4;1;236;215
4;3;171;160
4;4;0;0
4;5;195;182
4;6;213;195
4;7;189;175
4;8;210;193
4;9;208;188
4;10;205;189
4;11;205;184
4;12;172;160
4;13;187;175
4;14;185;172
4;15;214;215
4;16;194;182
4;17;196;182
5;1;56;70
5;3;28;48
5;4;195;180
5;5;0;0
5;6;31;48
5;7;14;33
5;8;35;51
5;9;24;45
5;10;23;43
5;11;17;38
5;12;28;47
5;13;19;38
5;14;14;35
5;15;84;100
5;16;26;46
5;17;14;35
6;1;34;55
6;3;46;61
6;4;213;194
6;5;36;52
6;6;0;0
6;7;27;45
6;8;38;60
6;9;20;40
6;10;10;29
6;11;21;40
6;12;46;61
6;13;37;52
6;14;31;46
6;15;88;103
6;16;44;60
6;17;22;39
7;1;46;63
7;3;21;42
7;4;189;174
7;5;16;36
7;6;26;45
7;7;0;0
7;8;23;41
7;9;22;42
7;10;16;38
7;11;18;37
7;12;21;41
7;13;13;32
7;14;6;27
7;15;84;99
7;16;19;40
7;17;15;34
8;1;50;66
8;3;40;57
8;4;207;189
8;5;35;51
8;6;37;60
8;7;20;38
8;8;0;0
8;9;40;58
8;10;33;54
8;11;36;52
8;12;40;56
8;13;31;48
8;14;23;42
8;15;103;114
8;16;23;44
8;17;33;50
9;1;52;67
9;3;40;57
9;4;205;187
9;5;29;48
9;6;19;38
9;7;22;42
9;8;45;60
9;9;0;0
9;10;14;36
9;11;9;30
9;12;40;57
9;13;31;48
9;14;25;43
9;15;69;88
9;16;38;56
9;17;11;31
10;1;41;58
10;3;37;55
10;4;205;187
10;5;27;46
10;6;10;30
10;7;19;39
10;8;35;54
10;9;14;36
10;10;0;0
10;11;12;33
10;12;37;54
10;13;29;46
10;14;23;40
10;15;83;97
10;16;35;53
10;17;14;33
11;1;46;60
11;3;31;50
11;4;199;182
11;5;20;40
11;6;22;40
11;7;16;34
11;8;37;52
11;9;10;32
11;10;15;34
11;11;0;0
11;12;31;49
11;13;23;40
11;14;17;35
11;15;71;88
11;16;29;48
11;17;3;24
12;1;68;81
12;3;1;21
12;4;171;158
12;5;28;48
12;6;46;61
12;7;22;42
12;8;43;60
12;9;39;57
12;10;38;55
12;11;32;51
12;12;0;0
12;13;20;41
12;14;18;38
12;15;98;112
12;16;27;49
12;17;29;48
13;1;60;72
13;3;20;41
13;4;187;173
13;5;21;40
13;6;37;52
13;7;13;33
13;8;32;50
13;9;31;49
13;10;30;46
13;11;24;42
13;12;20;40
13;13;0;0
13;14;8;29
13;15;90;104
13;16;9;30
13;17;21;40
14;1;54;66
14;3;17;38
14;4;184;170
14;5;17;37
14;6;31;46
14;7;5;27
14;8;27;45
14;9;25;43
14;10;23;40
14;11;18;37
14;12;17;37
14;13;9;28
14;14;0;0
14;15;84;98
14;16;15;36
14;17;15;34
15;1;104;114
15;3;88;103
15;4;215;216
15;5;78;94
15;6;79;93
15;7;73;88
15;8;94;106
15;9;61;80
15;10;72;87
15;11;58;76
15;12;89;103
15;13;80;94
15;14;74;89
15;15;0;0
15;16;87;102
15;17;60;77
16;1;67;80
16;3;26;49
16;4;194;182
16;5;29;48
16;6;44;60
16;7;20;41
16;8;25;45
16;9;38;57
16;10;36;54
16;11;31;50
16;12;27;49
16;13;10;33
16;14;16;37
16;15;97;112
16;16;0;0
16;17;28;48
17;1;44;59
17;3;29;48
17;4;196;181
17;5;18;39
17;6;19;38
17;7;13;33
17;8;34;51
17;9;11;32
17;10;12;32
17;11;3;24
17;12;29;48
17;13;21;39
17;14;14;34
17;15;72;89
17;16;27;47
17;17;0;0
2;1;700;700
2;3;700;700
2;4;700;700
2;5;700;700
2;6;700;700
2;7;700;700
2;8;700;700
2;9;700;700
2;10;700;700
2;11;700;700
2;12;700;700
2;13;700;700
2;14;700;700
2;15;700;700
2;16;700;700
2;17;700;700
1;2;700;700
3;2;68;81
4;2;236;215
5;2;56;70
6;2;34;55
7;2;46;63
8;2;50;66
9;2;52;67
10;2;41;58
11;2;46;60
12;2;68;81
13;2;60;72
14;2;54;66
15;2;104;114
16;2;67;80
17;2;44;59
2;2;700;700
