ORIGEM;DESTINO;DISTANCE;TIME
1;1;0;0
1;3;33;53
1;4;70;80
1;5;13;32
1;6;43;59
1;7;51;67
1;8;40;59
1;9;44;61
1;10;66;79
1;11;49;68
1;12;28;46
1;13;21;42
1;14;38;56
1;15;44;62
1;16;46;60
1;17;246;224
1;18;218;199
1;19;93;107
1;20;76;87
1;21;76;89
3;1;34;57
3;3;0;0
3;4;67;80
3;5;46;66
3;6;34;54
3;7;33;52
3;8;18;43
3;9;38;63
3;10;34;55
3;11;22;43
3;12;7;28
3;13;16;36
3;14;41;65
3;15;42;65
3;16;40;57
3;17;227;209
3;18;199;184
3;19;90;106
3;20;57;72
3;21;56;74
4;1;67;79
4;3;67;79
4;4;0;0
4;5;79;88
4;6;33;50
4;7;38;56
4;8;46;65
4;9;39;55
4;10;48;64
4;11;54;68
4;12;72;84
4;13;72;84
4;14;43;57
4;15;31;55
4;16;28;45
4;17;196;183
4;18;168;158
4;19;21;53
4;20;58;72
4;21;58;74
5;1;14;33
5;3;42;60
5;4;88;86
5;5;0;0
5;6;52;66
5;7;60;74
5;8;50;66
5;9;64;67
5;10;75;86
5;11;59;75
5;12;37;54
5;13;30;49
5;14;43;64
5;15;64;68
5;16;55;68
5;17;255;231
5;18;228;206
5;19;112;114
5;20;86;95
5;21;85;97
6;1;41;58
6;3;35;55
6;4;33;50
6;5;53;68
6;6;0;0
6;7;11;33
6;8;13;36
6;9;16;36
6;10;24;46
6;11;22;43
6;12;40;59
6;13;45;64
6;14;21;39
6;15;17;36
6;16;6;27
6;17;204;191
6;18;176;166
6;19;56;76
6;20;34;54
6;21;33;56
7;1;48;65
7;3;33;52
7;4;38;56
7;5;60;74
7;6;9;30
7;7;0;0
7;8;18;38
7;9;25;45
7;10;15;37
7;11;20;40
7;12;38;56
7;13;48;64
7;14;29;48
7;15;25;45
7;16;11;33
7;17;195;183
7;18;168;158
7;19;62;83
7;20;26;46
7;21;25;48
8;1;39;57
8;3;22;42
8;4;44;63
8;5;51;67
8;6;12;36
8;7;16;37
8;8;0;0
8;9;25;49
8;10;30;49
8;11;9;30
8;12;27;47
8;13;36;55
8;14;28;50
8;15;25;48
8;16;23;42
8;17;210;194
8;18;182;169
8;19;67;90
8;20;40;57
8;21;40;59
9;1;44;60
9;3;41;62
9;4;39;54
9;5;50;69
9;6;15;35
9;7;22;43
9;8;23;45
9;9;0;0
9;10;36;53
9;11;33;53
9;12;46;66
9;13;48;66
9;14;7;28
9;15;3;24
9;16;16;34
9;17;215;197
9;18;188;173
9;19;62;80
9;20;46;61
9;21;45;63
10;1;65;79
10;3;36;56
10;4;48;65
10;5;77;88
10;6;24;45
10;7;16;39
10;8;32;52
10;9;38;56
10;10;0;0
10;11;27;50
10;12;41;61
10;13;50;69
10;14;42;59
10;15;38;56
10;16;22;42
10;17;200;188
10;18;173;164
10;19;72;92
10;20;31;52
10;21;30;54
11;1;48;69
11;3;22;44
11;4;53;70
11;5;61;78
11;6;21;44
11;7;20;42
11;8;11;34
11;9;36;58
11;10;25;49
11;11;0;0
11;12;28;49
11;13;37;56
11;14;36;61
11;15;37;58
11;16;27;47
11;17;213;199
11;18;186;174
11;19;77;96
11;20;44;62
11;21;43;65
12;1;29;51
12;3;5;26
12;4;72;84
12;5;41;60
12;6;39;57
12;7;38;55
12;8;23;46
12;9;43;67
12;10;38;59
12;11;26;46
12;12;0;0
12;13;11;30
12;14;45;69
12;15;47;69
12;16;45;61
12;17;231;213
12;18;204;188
12;19;95;110
12;20;62;76
12;21;61;78
