ORIGEM;DESTINO;DISTANCE;TIME
13;1;22;45
13;3;17;37
13;4;71;84
13;5;34;55
13;6;44;62
13;7;49;66
13;8;34;57
13;9;45;66
13;10;49;69
13;11;37;57
13;12;11;30
13;13;0;0
13;14;43;64
13;15;49;67
13;16;47;64
13;17;242;223
13;18;215;198
13;19;94;110
13;20;73;86
13;21;72;88
14;1;35;55
14;3;39;62
14;4;42;57
14;5;44;64
14;6;20;39
14;7;28;47
14;8;26;48
14;9;6;25
14;10;41;57
14;11;33;56
14;12;44;67
14;13;45;66
14;14;0;0
14;15;6;26
14;16;21;38
14;17;221;201
14;18;194;177
14;19;68;84
14;20;52;65
14;21;51;67
15;1;39;58
15;3;41;64
15;4;32;53
15;5;48;67
15;6;16;37
15;7;24;45
15;8;24;47
15;9;3;24
15;10;37;55
15;11;35;55
15;12;46;68
15;13;49;68
15;14;6;25
15;15;0;0
15;16;17;36
15;17;217;200
15;18;190;175
15;19;56;79
15;20;48;63
15;21;47;65
16;1;44;59
16;3;40;56
16;4;28;45
16;5;56;68
16;6;5;26
16;7;11;33
16;8;17;40
16;9;17;36
16;10;21;41
16;11;27;44
16;12;45;61
16;13;48;65
16;14;21;39
16;15;18;36
16;16;0;0
16;17;201;186
16;18;173;161
16;19;51;71
16;20;31;49
16;21;31;51
17;1;243;223
17;3;226;210
17;4;194;181
17;5;256;233
17;6;202;190
17;7;196;184
17;8;211;197
17;9;216;200
17;10;199;188
17;11;213;199
17;12;231;215
17;13;241;223
17;14;221;203
17;15;217;200
17;16;200;186
17;17;0;0
17;18;38;56
17;19;210;205
17;20;172;162
17;21;185;175
18;1;216;198
18;3;199;185
18;4;167;156
18;5;229;207
18;6;175;165
18;7;169;159
18;8;184;172
18;9;189;175
18;10;172;163
18;11;186;174
18;12;204;190
18;13;214;197
18;14;194;178
18;15;190;175
18;16;173;161
18;17;37;52
18;18;0;0
18;19;183;180
18;20;145;137
18;21;158;150
19;1;91;97
19;3;90;98
19;4;20;52
19;5;103;107
19;6;57;69
19;7;62;75
19;8;70;84
19;9;63;74
19;10;72;83
19;11;77;86
19;12;95;103
19;13;95;103
19;14;67;77
19;15;63;74
19;16;52;64
19;17;210;204
19;18;183;180
19;19;0;0
19;20;82;91
19;21;81;93
20;1;74;85
20;3;57;72
20;4;62;71
20;5;86;95
20;6;33;52
20;7;26;46
20;8;41;59
20;9;47;62
20;10;30;50
20;11;44;61
20;12;62;77
20;13;71;85
20;14;51;65
20;15;47;62
20;16;31;48
20;17;172;160
20;18;145;135
20;19;78;95
20;20;0;0
20;21;15;37
21;1;73;86
21;3;56;74
21;4;55;73
21;5;85;96
21;6;32;53
21;7;25;47
21;8;40;60
21;9;46;63
21;10;28;51
21;11;43;62
21;12;61;78
21;13;70;86
21;14;50;66
21;15;46;63
21;16;29;50
21;17;184;172
21;18;156;148
21;19;79;99
21;20;14;36
21;21;0;0
2;1;600;600
2;3;600;600
2;4;600;600
2;5;600;600
2;6;600;600
2;7;600;600
2;8;600;600
2;9;600;600
2;10;600;600
2;11;600;600
2;12;600;600
2;13;600;600
2;14;600;600
2;15;600;600
2;16;600;600
2;17;600;600
2;18;600;600
2;19;600;600
2;20;600;600
2;21;600;600
1;2;600;600
3;2;34;57
4;2;67;79
5;2;14;33
6;2;41;58
7;2;48;65
8;2;39;57
9;2;44;60
10;2;65;79
11;2;48;69
12;2;29;51
13;2;22;45
14;2;35;55
15;2;39;58
16;2;44;59
17;2;243;223
18;2;216;198
19;2;91;97
20;2;74;85
21;2;73;86
2;2;600;600
